"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","905985"
"Janssen Vaccines & Prevention B.V","free state","Adults","481688"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1515388"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1218110"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1068191"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","805745"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212087"
"Janssen Vaccines & Prevention B.V","north west","Adults","706707"
"Janssen Vaccines & Prevention B.V","western cape","Adults","741926"
"Pfizer","eastern cape","12-17 Years","86665"
"Pfizer","eastern cape","Adults","1104545"
"Pfizer","free state","12-17 Years","74253"
"Pfizer","free state","Adults","580683"
"Pfizer","gauteng","12-17 Years","162607"
"Pfizer","gauteng","Adults","3340076"
"Pfizer","kwazulu-natal","12-17 Years","109258"
"Pfizer","kwazulu-natal","Adults","1610406"
"Pfizer","limpopo","12-17 Years","83701"
"Pfizer","limpopo","Adults","863095"
"Pfizer","mpumalanga","12-17 Years","42446"
"Pfizer","mpumalanga","Adults","459965"
"Pfizer","northern cape","12-17 Years","10223"
"Pfizer","northern cape","Adults","189191"
"Pfizer","north west","12-17 Years","49947"
"Pfizer","north west","Adults","530607"
"Pfizer","western cape","12-17 Years","50736"
"Pfizer","western cape","Adults","1844619"
