"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","37","189"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14015","4907","18922"
"National","eastern cape","Amathole DM","Public Health","Male","11937","4067","16004"
"National","eastern cape","A Nzo DM","Public Health","Female","30832","15353","46185"
"National","eastern cape","A Nzo DM","Public Health","Male","26907","11636","38543"
"National","eastern cape","Buffalo City MM","Private Health","Female","2868","1182","4050"
"National","eastern cape","Buffalo City MM","Private Health","Male","2334","898","3232"
"National","eastern cape","Buffalo City MM","Public Health","Female","16206","9234","25440"
"National","eastern cape","Buffalo City MM","Public Health","Male","12594","6344","18938"
"National","eastern cape","C Hani DM","Private Health","Female","224","107","331"
"National","eastern cape","C Hani DM","Private Health","Male","159","78","237"
"National","eastern cape","C Hani DM","Public Health","Female","13936","3621","17557"
"National","eastern cape","C Hani DM","Public Health","Male","11202","2642","13844"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","660","366","1026"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","501","217","718"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7854","2720","10574"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7042","2184","9226"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4105","2060","6165"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3707","1720","5427"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15617","6381","21998"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12172","4488","16660"
"National","eastern cape","O Tambo DM","Private Health","Female","314","122","436"
"National","eastern cape","O Tambo DM","Private Health","Male","253","112","365"
"National","eastern cape","O Tambo DM","Public Health","Female","43714","16844","60558"
"National","eastern cape","O Tambo DM","Public Health","Male","36536","12519","49055"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1582","1085","2667"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1373","822","2195"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9624","5372","14996"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8083","3992","12075"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","449","286","735"
"National","free state","Fezile Dabi DM","Public Health","Female","13263","5023","18286"
"National","free state","Fezile Dabi DM","Public Health","Male","10808","3641","14449"
"National","free state","Lejweleputswa DM","Private Health","Female","3805","1462","5267"
"National","free state","Lejweleputswa DM","Private Health","Male","3043","1102","4145"
"National","free state","Lejweleputswa DM","Public Health","Female","14117","5268","19385"
"National","free state","Lejweleputswa DM","Public Health","Male","12095","3707","15802"
"National","free state","Mangaung MM","Private Health","Female","2957","1822","4779"
"National","free state","Mangaung MM","Private Health","Male","2430","1376","3806"
"National","free state","Mangaung MM","Public Health","Female","23540","13888","37428"
"National","free state","Mangaung MM","Public Health","Male","21031","11208","32239"
"National","free state","T Mofutsanyana DM","Private Health","Female","1860","1133","2993"
"National","free state","T Mofutsanyana DM","Private Health","Male","1592","922","2514"
"National","free state","T Mofutsanyana DM","Public Health","Female","26914","15449","42363"
"National","free state","T Mofutsanyana DM","Public Health","Male","23112","11615","34727"
"National","free state","Xhariep DM","Public Health","Female","4274","1188","5462"
"National","free state","Xhariep DM","Public Health","Male","3504","798","4302"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10857","6623","17480"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10012","5633","15645"
