"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102850"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119875"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72140"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107529"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51402"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165732"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211932"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90808"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81269"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76017"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153579"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144771"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33367"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","326188"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","559034"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102696"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468657"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107861"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80072"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344570"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58747"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63803"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102842"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67783"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141531"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102712"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97569"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96924"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98882"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274899"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245324"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186818"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244461"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136578"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","415587"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189264"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232401"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71922"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41704"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16377"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28255"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59177"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","296345"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109369"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201102"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110563"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","433686"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121615"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6836"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78059"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47515"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68644"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9029"
"Pfizer","eastern cape","Amathole DM","Adults","148603"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","26989"
"Pfizer","eastern cape","A Nzo DM","Adults","103162"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17658"
"Pfizer","eastern cape","Buffalo City MM","Adults","212689"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6448"
"Pfizer","eastern cape","C Hani DM","Adults","118886"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5487"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56017"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14649"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276035"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29597"
"Pfizer","eastern cape","O Tambo DM","Adults","136606"
