"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","4"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","16"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","10"
"Janssen Vaccines & Prevention B.V","western cape","Adults","7"
"Pfizer","gauteng","12-17 Years","3"
"Pfizer","gauteng","Adults","4"
"Pfizer","kwazulu-natal","12-17 Years","1"
"Pfizer","kwazulu-natal","Adults","11"
"Pfizer","limpopo","12-17 Years","1"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","Adults","0"
"Pfizer","north west","12-17 Years","4"
"Pfizer","north west","Adults","53"
"Pfizer","western cape","Adults","3"
