"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","4","0","4","8"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","16","0","8","24"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2","0","0","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1","0","1","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","10","0","28","38"
"Janssen Vaccines & Prevention B.V","western cape","Adults","7","0","4","11"
"Pfizer","gauteng","12-17 Years","1","3","0","4"
"Pfizer","gauteng","Adults","8","4","4","16"
"Pfizer","kwazulu-natal","12-17 Years","3","1","0","4"
"Pfizer","kwazulu-natal","Adults","2","11","6","19"
"Pfizer","limpopo","12-17 Years","11","1","0","12"
"Pfizer","limpopo","Adults","9","3","3","15"
"Pfizer","mpumalanga","Adults","0","0","1","1"
"Pfizer","north west","12-17 Years","7","4","0","11"
"Pfizer","north west","Adults","8","53","35","96"
"Pfizer","western cape","Adults","4","3","19","26"
