"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","883774"
"Janssen Vaccines & Prevention B.V","free state","Adults","470761"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1465508"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1181751"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1044289"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","776392"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","207746"
"Janssen Vaccines & Prevention B.V","north west","Adults","690741"
"Janssen Vaccines & Prevention B.V","western cape","Adults","726930"
"Pfizer","eastern cape","12-17 Years","45441"
"Pfizer","eastern cape","Adults","1075271"
"Pfizer","free state","12-17 Years","54083"
"Pfizer","free state","Adults","564124"
"Pfizer","gauteng","12-17 Years","125016"
"Pfizer","gauteng","Adults","3252251"
"Pfizer","kwazulu-natal","12-17 Years","61939"
"Pfizer","kwazulu-natal","Adults","1554370"
"Pfizer","limpopo","12-17 Years","57208"
"Pfizer","limpopo","Adults","839725"
"Pfizer","mpumalanga","12-17 Years","27152"
"Pfizer","mpumalanga","Adults","445285"
"Pfizer","northern cape","12-17 Years","7286"
"Pfizer","northern cape","Adults","184230"
"Pfizer","north west","12-17 Years","34938"
"Pfizer","north west","Adults","514744"
"Pfizer","western cape","12-17 Years","47018"
"Pfizer","western cape","Adults","1815049"
