"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","403","0","855","1258"
"Janssen Vaccines & Prevention B.V","free state","Adults","172","0","391","563"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1305","0","1113","2418"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","991","0","1228","2219"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","409","0","941","1350"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","760","0","698","1458"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","103","0","179","282"
"Janssen Vaccines & Prevention B.V","north west","Adults","265","0","359","624"
"Janssen Vaccines & Prevention B.V","western cape","Adults","349","0","563","912"
"Pfizer","eastern cape","12-17 Years","1631","1045","0","2676"
"Pfizer","eastern cape","Adults","411","573","1052","2036"
"Pfizer","free state","12-17 Years","509","616","0","1125"
"Pfizer","free state","Adults","186","332","702","1220"
"Pfizer","gauteng","12-17 Years","1081","1133","0","2214"
"Pfizer","gauteng","Adults","1424","1964","3275","6663"
"Pfizer","kwazulu-natal","12-17 Years","1726","912","0","2638"
"Pfizer","kwazulu-natal","Adults","1332","1446","1957","4735"
"Pfizer","limpopo","12-17 Years","1340","668","0","2008"
"Pfizer","limpopo","Adults","295","488","931","1714"
"Pfizer","mpumalanga","12-17 Years","730","252","0","982"
"Pfizer","mpumalanga","Adults","280","334","535","1149"
"Pfizer","northern cape","12-17 Years","336","46","0","382"
"Pfizer","northern cape","Adults","81","90","149","320"
"Pfizer","north west","12-17 Years","396","338","0","734"
"Pfizer","north west","Adults","199","241","529","969"
"Pfizer","western cape","12-17 Years","178","274","0","452"
"Pfizer","western cape","Adults","527","790","2213","3530"
