"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","403"
"Janssen Vaccines & Prevention B.V","free state","Adults","172"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1305"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","991"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","409"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","760"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","103"
"Janssen Vaccines & Prevention B.V","north west","Adults","265"
"Janssen Vaccines & Prevention B.V","western cape","Adults","349"
"Pfizer","eastern cape","12-17 Years","1045"
"Pfizer","eastern cape","Adults","573"
"Pfizer","free state","12-17 Years","616"
"Pfizer","free state","Adults","332"
"Pfizer","gauteng","12-17 Years","1133"
"Pfizer","gauteng","Adults","1964"
"Pfizer","kwazulu-natal","12-17 Years","912"
"Pfizer","kwazulu-natal","Adults","1446"
"Pfizer","limpopo","12-17 Years","668"
"Pfizer","limpopo","Adults","488"
"Pfizer","mpumalanga","12-17 Years","252"
"Pfizer","mpumalanga","Adults","334"
"Pfizer","northern cape","12-17 Years","46"
"Pfizer","northern cape","Adults","90"
"Pfizer","north west","12-17 Years","338"
"Pfizer","north west","Adults","241"
"Pfizer","western cape","12-17 Years","274"
"Pfizer","western cape","Adults","790"
