"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","170"
"Janssen Vaccines & Prevention B.V","free state","Adults","80"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","398"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","398"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","135"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","412"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","122"
"Janssen Vaccines & Prevention B.V","north west","Adults","85"
"Janssen Vaccines & Prevention B.V","western cape","Adults","105"
"Pfizer","eastern cape","12-17 Years","90"
"Pfizer","eastern cape","Adults","363"
"Pfizer","free state","12-17 Years","48"
"Pfizer","free state","Adults","221"
"Pfizer","gauteng","12-17 Years","199"
"Pfizer","gauteng","Adults","690"
"Pfizer","kwazulu-natal","12-17 Years","109"
"Pfizer","kwazulu-natal","Adults","554"
"Pfizer","limpopo","12-17 Years","133"
"Pfizer","limpopo","Adults","160"
"Pfizer","mpumalanga","12-17 Years","75"
"Pfizer","mpumalanga","Adults","233"
"Pfizer","northern cape","12-17 Years","40"
"Pfizer","northern cape","Adults","109"
"Pfizer","north west","12-17 Years","27"
"Pfizer","north west","Adults","97"
"Pfizer","western cape","12-17 Years","69"
"Pfizer","western cape","Adults","238"
