"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10654","5030","15684"
"National","eastern cape","Private Health","Male","8920","3868","12788"
"National","eastern cape","Public Health","Female","141399","45329","186728"
"National","eastern cape","Public Health","Male","114911","31090","146001"
"National","free state","Private Health","Female","9236","4289","13525"
"National","free state","Private Health","Male","7481","3275","10756"
"National","free state","Public Health","Female","83302","37825","121127"
"National","free state","Public Health","Male","70988","28094","99082"
"National","gauteng","Private Health","Female","54134","29390","83524"
"National","gauteng","Private Health","Male","49392","25001","74393"
"National","gauteng","Public Health","Female","160479","62015","222494"
"National","gauteng","Public Health","Male","126663","45134","171797"
"National","kwazulu-natal","Private Health","Female","17473","9593","27066"
"National","kwazulu-natal","Private Health","Male","15777","8116","23893"
"National","kwazulu-natal","Public Health","Female","146917","55827","202744"
"National","kwazulu-natal","Public Health","Male","99533","33393","132926"
"National","limpopo","Private Health","Female","11604","4944","16548"
"National","limpopo","Private Health","Male","8994","3457","12451"
"National","limpopo","Public Health","Female","133093","42300","175393"
"National","limpopo","Public Health","Male","112921","31372","144293"
"National","mpumalanga","Private Health","Female","4016","1657","5673"
"National","mpumalanga","Private Health","Male","3512","1448","4960"
"National","mpumalanga","Public Health","Female","73562","22480","96042"
"National","mpumalanga","Public Health","Male","60903","15844","76747"
"National","northern cape","Private Health","Female","2144","1023","3167"
"National","northern cape","Private Health","Male","1954","764","2718"
"National","northern cape","Public Health","Female","15866","4725","20591"
"National","northern cape","Public Health","Male","12486","3520","16006"
"National","north west","Private Health","Female","5302","2398","7700"
"National","north west","Private Health","Male","4777","1994","6771"
"National","north west","Public Health","Female","78153","26399","104552"
"National","north west","Public Health","Male","64571","18788","83359"
"National","western cape","Private Health","Female","23716","12178","35894"
"National","western cape","Private Health","Male","21249","10426","31675"
"National","western cape","Public Health","Female","47015","15387","62402"
"National","western cape","Public Health","Male","39026","12511","51537"
