"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","844241","0","120478","964719"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","456816","0","75220","532036"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1375304","0","177045","1552349"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1122133","0","148271","1270404"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1032841","0","122468","1155309"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","782403","0","95978","878381"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","202373","0","24731","227104"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","682591","0","96957","779548"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","646488","0","97749","744237"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60859","0","24220","85079"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137339","0","65377","202716"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94480","0","40021","134501"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21894","0","7150","29044"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94604","0","61528","156132"
"Pfizer","National","eastern cape","Adults","1317095","1103138","195413","2615646"
"Pfizer","National","eastern cape","12-17 Years","275884","85317","0","361201"
"Pfizer","National","free state","12-17 Years","171007","73483","0","244490"
"Pfizer","National","free state","Adults","663181","579832","118312","1361325"
"Pfizer","National","gauteng","12-17 Years","390668","161540","7","552215"
"Pfizer","National","gauteng","Adults","3861435","3335697","610937","7808069"
"Pfizer","National","kwazulu-natal","Adults","1941170","1607469","290308","3838947"
"Pfizer","National","kwazulu-natal","12-17 Years","279700","106929","4","386633"
"Pfizer","National","limpopo","Adults","1026118","861963","151295","2039376"
"Pfizer","National","limpopo","12-17 Years","266612","82073","0","348685"
"Pfizer","National","mpumalanga","12-17 Years","141993","41429","0","183422"
"Pfizer","National","mpumalanga","Adults","559634","459202","86659","1105495"
"Pfizer","National","northern cape","12-17 Years","32450","10032","0","42482"
"Pfizer","National","northern cape","Adults","221065","188858","29209","439132"
"Pfizer","National","north west","12-17 Years","152803","49579","2","202384"
"Pfizer","National","north west","Adults","612956","529851","98871","1241678"
"Pfizer","National","western cape","12-17 Years","131006","50502","2","181510"
"Pfizer","National","western cape","Adults","2103027","1842992","447614","4393633"
