"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","910152"
"Janssen Vaccines & Prevention B.V","free state","Adults","483741"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1525934"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1226335"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1072969"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","813036"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213094"
"Janssen Vaccines & Prevention B.V","north west","Adults","709455"
"Janssen Vaccines & Prevention B.V","western cape","Adults","745127"
"Pfizer","eastern cape","12-17 Years","93657"
"Pfizer","eastern cape","Adults","1111301"
"Pfizer","free state","12-17 Years","76194"
"Pfizer","free state","Adults","584442"
"Pfizer","gauteng","12-17 Years","166899"
"Pfizer","gauteng","Adults","3356592"
"Pfizer","kwazulu-natal","12-17 Years","117254"
"Pfizer","kwazulu-natal","Adults","1623223"
"Pfizer","limpopo","12-17 Years","89133"
"Pfizer","limpopo","Adults","868206"
"Pfizer","mpumalanga","12-17 Years","45121"
"Pfizer","mpumalanga","Adults","463567"
"Pfizer","northern cape","12-17 Years","11178"
"Pfizer","northern cape","Adults","190384"
"Pfizer","north west","12-17 Years","51767"
"Pfizer","north west","Adults","533798"
"Pfizer","western cape","12-17 Years","51737"
"Pfizer","western cape","Adults","1850588"
