"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10604","5087","15691"
"National","eastern cape","Private Health","Male","8940","3916","12856"
"National","eastern cape","Public Health","Female","144281","49873","194154"
"National","eastern cape","Public Health","Male","117919","34781","152700"
"National","free state","Private Health","Female","9198","4457","13655"
"National","free state","Private Health","Male","7523","3388","10911"
"National","free state","Public Health","Female","84105","39154","123259"
"National","free state","Public Health","Male","71782","29195","100977"
"National","gauteng","Private Health","Female","53949","29798","83747"
"National","gauteng","Private Health","Male","49441","25445","74886"
"National","gauteng","Public Health","Female","163418","64505","227923"
"National","gauteng","Public Health","Male","128967","47151","176118"
"National","kwazulu-natal","Private Health","Female","17377","9677","27054"
"National","kwazulu-natal","Private Health","Male","15701","8202","23903"
"National","kwazulu-natal","Public Health","Female","154571","61760","216331"
"National","kwazulu-natal","Public Health","Male","105161","37615","142776"
"National","limpopo","Private Health","Female","11796","5081","16877"
"National","limpopo","Private Health","Male","9150","3536","12686"
"National","limpopo","Public Health","Female","140038","45936","185974"
"National","limpopo","Public Health","Male","121714","34580","156294"
"National","mpumalanga","Private Health","Female","4047","1693","5740"
"National","mpumalanga","Private Health","Male","3526","1481","5007"
"National","mpumalanga","Public Health","Female","75141","24650","99791"
"National","mpumalanga","Public Health","Male","62501","17297","79798"
"National","northern cape","Private Health","Female","2148","1046","3194"
"National","northern cape","Private Health","Male","1973","787","2760"
"National","northern cape","Public Health","Female","16883","5367","22250"
"National","northern cape","Public Health","Male","13253","3978","17231"
"National","north west","Private Health","Female","5271","2430","7701"
"National","north west","Private Health","Male","4766","2020","6786"
"National","north west","Public Health","Female","79209","27530","106739"
"National","north west","Public Health","Male","65524","19787","85311"
"National","western cape","Private Health","Female","23718","12475","36193"
"National","western cape","Private Health","Male","21345","10802","32147"
"National","western cape","Public Health","Female","47221","15676","62897"
"National","western cape","Public Health","Male","39297","12784","52081"
