"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","863296","0","154954","1018250"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465024","0","95489","560513"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1434652","0","213896","1648548"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1164500","0","184704","1349204"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1056918","0","159290","1216208"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","817822","0","132181","950003"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208755","0","35532","244287"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","695738","0","117162","812900"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","663973","0","113387","777360"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137606","0","65388","202994"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34188","0","17016","51204"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21928","0","7152","29080"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23483","0","8966","32449"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94619","0","61527","156146"
"Pfizer","National","eastern cape","Adults","1367777","1151606","257990","2777373"
"Pfizer","National","eastern cape","12-17 Years","301884","127377","0","429261"
"Pfizer","National","free state","12-17 Years","167839","80229","0","248068"
"Pfizer","National","free state","Adults","686600","603137","145611","1435348"
"Pfizer","National","gauteng","12-17 Years","380609","168116","23","548748"
"Pfizer","National","gauteng","Adults","3955729","3428083","692707","8076519"
"Pfizer","National","kwazulu-natal","Adults","2015015","1676282","341002","4032299"
"Pfizer","National","kwazulu-natal","12-17 Years","289131","132348","12","421491"
"Pfizer","National","limpopo","Adults","1064599","892278","181572","2138449"
"Pfizer","National","limpopo","12-17 Years","291125","102076","2","393203"
"Pfizer","National","mpumalanga","12-17 Years","148027","55980","0","204007"
"Pfizer","National","mpumalanga","Adults","587726","483584","110139","1181449"
"Pfizer","National","northern cape","12-17 Years","36902","15775","0","52677"
"Pfizer","National","northern cape","Adults","230488","196618","37481","464587"
"Pfizer","National","north west","12-17 Years","148745","52392","4","201141"
"Pfizer","National","north west","Adults","633010","546364","115276","1294650"
"Pfizer","National","western cape","12-17 Years","129847","54745","3","184595"
"Pfizer","National","western cape","Adults","2138577","1877789","496024","4512390"
