"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103129"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120041"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72238"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107690"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51483"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166160"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212454"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90974"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81351"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76108"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153690"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144838"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33433"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","328945"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","562481"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102901"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469767"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108168"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80205"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","346464"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58828"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64072"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102917"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67838"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142080"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102889"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97660"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97123"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98934"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275604"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245792"
