"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","35"
"Janssen Vaccines & Prevention B.V","free state","Adults","2"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","171"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","114"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","36"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","20"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","7"
"Janssen Vaccines & Prevention B.V","north west","Adults","157"
"Janssen Vaccines & Prevention B.V","western cape","Adults","15"
"Pfizer","eastern cape","12-17 Years","73"
"Pfizer","eastern cape","Adults","39"
"Pfizer","free state","12-17 Years","8"
"Pfizer","free state","Adults","18"
"Pfizer","gauteng","12-17 Years","104"
"Pfizer","gauteng","Adults","357"
"Pfizer","kwazulu-natal","12-17 Years","65"
"Pfizer","kwazulu-natal","Adults","155"
"Pfizer","limpopo","12-17 Years","36"
"Pfizer","limpopo","Adults","44"
"Pfizer","mpumalanga","12-17 Years","5"
"Pfizer","mpumalanga","Adults","11"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","16"
"Pfizer","north west","12-17 Years","74"
"Pfizer","north west","Adults","136"
"Pfizer","western cape","12-17 Years","8"
"Pfizer","western cape","Adults","28"
