"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","450"
"Janssen Vaccines & Prevention B.V","free state","Adults","237"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1110"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","571"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","481"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","697"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","153"
"Janssen Vaccines & Prevention B.V","north west","Adults","262"
"Janssen Vaccines & Prevention B.V","western cape","Adults","346"
"Pfizer","eastern cape","12-17 Years","958"
"Pfizer","eastern cape","Adults","742"
"Pfizer","free state","12-17 Years","361"
"Pfizer","free state","Adults","396"
"Pfizer","gauteng","12-17 Years","431"
"Pfizer","gauteng","Adults","1439"
"Pfizer","kwazulu-natal","12-17 Years","575"
"Pfizer","kwazulu-natal","Adults","1056"
"Pfizer","limpopo","12-17 Years","618"
"Pfizer","limpopo","Adults","486"
"Pfizer","mpumalanga","12-17 Years","333"
"Pfizer","mpumalanga","Adults","327"
"Pfizer","northern cape","12-17 Years","90"
"Pfizer","northern cape","Adults","148"
"Pfizer","north west","12-17 Years","233"
"Pfizer","north west","Adults","297"
"Pfizer","western cape","12-17 Years","84"
"Pfizer","western cape","Adults","513"
