"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","450","0","975","1425"
"Janssen Vaccines & Prevention B.V","free state","Adults","237","0","523","760"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1110","0","717","1827"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","571","0","673","1244"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","481","0","951","1432"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","697","0","756","1453"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","153","0","273","426"
"Janssen Vaccines & Prevention B.V","north west","Adults","262","0","403","665"
"Janssen Vaccines & Prevention B.V","western cape","Adults","346","0","388","734"
"Pfizer","eastern cape","12-17 Years","827","958","0","1785"
"Pfizer","eastern cape","Adults","453","742","1597","2792"
"Pfizer","free state","12-17 Years","267","361","0","628"
"Pfizer","free state","Adults","225","396","606","1227"
"Pfizer","gauteng","12-17 Years","639","431","0","1070"
"Pfizer","gauteng","Adults","1215","1439","1840","4494"
"Pfizer","kwazulu-natal","12-17 Years","928","575","0","1503"
"Pfizer","kwazulu-natal","Adults","781","1056","1149","2986"
"Pfizer","limpopo","12-17 Years","1826","618","0","2444"
"Pfizer","limpopo","Adults","306","486","844","1636"
"Pfizer","mpumalanga","12-17 Years","226","333","0","559"
"Pfizer","mpumalanga","Adults","279","327","485","1091"
"Pfizer","northern cape","12-17 Years","154","90","0","244"
"Pfizer","northern cape","Adults","135","148","213","496"
"Pfizer","north west","12-17 Years","308","233","0","541"
"Pfizer","north west","Adults","285","297","450","1032"
"Pfizer","western cape","12-17 Years","153","84","0","237"
"Pfizer","western cape","Adults","433","513","1170","2116"
