"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102735"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119689"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72016"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107462"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51362"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165507"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211715"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90723"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81207"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75936"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153472"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144717"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33340"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","324535"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","557183"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102516"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","467856"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107650"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","79988"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","343451"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58691"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63547"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102758"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67711"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141211"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102533"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97510"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96759"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98850"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274074"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","244828"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186262"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","243791"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136231"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","414397"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","188905"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232038"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71819"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41603"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16363"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28244"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","58901"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","295537"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109259"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","200976"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110539"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","432703"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121541"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6833"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","77978"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47474"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68597"
"Pfizer","eastern cape","Amathole DM","12-17 Years","8351"
"Pfizer","eastern cape","Amathole DM","Adults","148356"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","24701"
"Pfizer","eastern cape","A Nzo DM","Adults","102073"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17232"
"Pfizer","eastern cape","Buffalo City MM","Adults","211159"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6443"
"Pfizer","eastern cape","C Hani DM","Adults","118733"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5433"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","55954"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14767"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","275771"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29389"
"Pfizer","eastern cape","O Tambo DM","Adults","136117"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11208"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93255"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9154"
"Pfizer","free state","Fezile Dabi DM","Adults","93703"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11581"
"Pfizer","free state","Lejweleputswa DM","Adults","153617"
"Pfizer","free state","Mangaung MM","12-17 Years","28120"
"Pfizer","free state","Mangaung MM","Adults","201133"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29207"
"Pfizer","free state","T Mofutsanyana DM","Adults","137155"
"Pfizer","free state","Xhariep DM","12-17 Years","1996"
"Pfizer","free state","Xhariep DM","Adults","14173"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38880"
"Pfizer","gauteng","Ekurhuleni MM","Adults","805660"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","56056"
"Pfizer","gauteng","Johannesburg MM","Adults","1490511"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12261"
"Pfizer","gauteng","Sedibeng DM","Adults","154857"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44460"
"Pfizer","gauteng","Tshwane MM","Adults","729363"
"Pfizer","gauteng","West Rand DM","12-17 Years","18128"
"Pfizer","gauteng","West Rand DM","Adults","233995"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4716"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","49860"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23232"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","768636"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13697"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68066"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6990"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98555"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8433"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92627"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8867"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134294"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9626"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","212987"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15676"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","58450"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9875"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42580"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11219"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57494"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","21190"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84328"
"Pfizer","limpopo","Capricorn DM","12-17 Years","26382"
"Pfizer","limpopo","Capricorn DM","Adults","193300"
"Pfizer","limpopo","Mopani DM","12-17 Years","21423"
"Pfizer","limpopo","Mopani DM","Adults","176101"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18364"
"Pfizer","limpopo","Sekhukhune DM","Adults","142684"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21732"
"Pfizer","limpopo","Vhembe DM","Adults","203661"
"Pfizer","limpopo","Waterberg DM","12-17 Years","11927"
"Pfizer","limpopo","Waterberg DM","Adults","170372"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","30862"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","199765"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10416"
"Pfizer","mpumalanga","G Sibande DM","Adults","137842"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12299"
"Pfizer","mpumalanga","Nkangala DM","Adults","141993"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6007"
"Pfizer","northern cape","Frances Baard DM","Adults","69455"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2304"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35528"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1185"
"Pfizer","northern cape","Namakwa DM","Adults","26226"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2770"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26066"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2748"
