"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","38","194"
"National","eastern cape","Amathole DM","Private Health","Male","98","19","117"
"National","eastern cape","Amathole DM","Public Health","Female","13839","4522","18361"
"National","eastern cape","Amathole DM","Public Health","Male","11722","3772","15494"
"National","eastern cape","A Nzo DM","Public Health","Female","29783","14178","43961"
"National","eastern cape","A Nzo DM","Public Health","Male","25771","10523","36294"
"National","eastern cape","Buffalo City MM","Private Health","Female","2901","1195","4096"
"National","eastern cape","Buffalo City MM","Private Health","Male","2363","913","3276"
"National","eastern cape","Buffalo City MM","Public Health","Female","16079","8994","25073"
"National","eastern cape","Buffalo City MM","Public Health","Male","12371","6130","18501"
"National","eastern cape","C Hani DM","Private Health","Female","227","103","330"
"National","eastern cape","C Hani DM","Private Health","Male","162","74","236"
"National","eastern cape","C Hani DM","Public Health","Female","14029","3628","17657"
"National","eastern cape","C Hani DM","Public Health","Male","11276","2638","13914"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","663","368","1031"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","511","219","730"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7890","2700","10590"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7064","2146","9210"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4161","2090","6251"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3732","1737","5469"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15735","6430","22165"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12242","4510","16752"
"National","eastern cape","O Tambo DM","Private Health","Female","317","122","439"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43819","16734","60553"
"National","eastern cape","O Tambo DM","Public Health","Male","36624","12420","49044"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1598","1095","2693"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1383","827","2210"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9663","5337","15000"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8129","3949","12078"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13327","4944","18271"
"National","free state","Fezile Dabi DM","Public Health","Male","10833","3577","14410"
"National","free state","Lejweleputswa DM","Private Health","Female","3836","1476","5312"
"National","free state","Lejweleputswa DM","Private Health","Male","3071","1110","4181"
"National","free state","Lejweleputswa DM","Public Health","Female","14191","5284","19475"
"National","free state","Lejweleputswa DM","Public Health","Male","12150","3711","15861"
"National","free state","Mangaung MM","Private Health","Female","2914","1698","4612"
"National","free state","Mangaung MM","Private Health","Male","2422","1292","3714"
"National","free state","Mangaung MM","Public Health","Female","23667","13927","37594"
"National","free state","Mangaung MM","Public Health","Male","21142","11203","32345"
"National","free state","T Mofutsanyana DM","Private Health","Female","1878","1142","3020"
"National","free state","T Mofutsanyana DM","Private Health","Male","1599","926","2525"
"National","free state","T Mofutsanyana DM","Public Health","Female","27086","15500","42586"
"National","free state","T Mofutsanyana DM","Public Health","Male","23225","11639","34864"
"National","free state","Xhariep DM","Public Health","Female","4303","1199","5502"
"National","free state","Xhariep DM","Public Health","Male","3523","797","4320"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10959","6673","17632"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10084","5661","15745"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41206","15382","56588"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32498","11164","43662"
"National","gauteng","Johannesburg MM","Private Health","Female","25638","13881","39519"
"National","gauteng","Johannesburg MM","Private Health","Male","23419","12031","35450"
"National","gauteng","Johannesburg MM","Public Health","Female","46798","16943","63741"
"National","gauteng","Johannesburg MM","Public Health","Male","37845","13201","51046"
"National","gauteng","Sedibeng DM","Private Health","Female","1613","1028","2641"
