"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102798"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119792"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72063"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107474"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51379"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165594"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211829"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90763"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81240"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75970"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153519"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144741"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33358"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","325310"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","558063"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102588"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468187"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107740"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80027"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","343976"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58712"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63710"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102802"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67751"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141363"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102618"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97532"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96835"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98863"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274412"
