"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860819","0","151720","1012539"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464432","0","93927","558359"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1424302","0","208535","1632837"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1159681","0","181181","1340862"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1052127","0","153205","1205332"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","814259","0","128382","942641"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207691","0","34659","242350"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693214","0","113839","807053"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","661076","0","111846","772922"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137582","0","65388","202970"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23479","0","8965","32444"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1357817","1143452","250212","2751481"
"Pfizer","National","eastern cape","12-17 Years","294351","118035","0","412386"
"Pfizer","National","free state","12-17 Years","169627","79996","0","249623"
"Pfizer","National","free state","Adults","682971","600444","143253","1426668"
"Pfizer","National","gauteng","12-17 Years","385084","169417","18","554519"
"Pfizer","National","gauteng","Adults","3941358","3416978","684069","8042405"
"Pfizer","National","kwazulu-natal","Adults","2005453","1669391","337400","4012244"
"Pfizer","National","kwazulu-natal","12-17 Years","292618","133258","9","425885"
"Pfizer","National","limpopo","Adults","1056645","887158","177327","2121130"
"Pfizer","National","limpopo","12-17 Years","289303","99866","2","389171"
"Pfizer","National","mpumalanga","12-17 Years","147833","53645","0","201478"
"Pfizer","National","mpumalanga","Adults","583055","480325","108707","1172087"
"Pfizer","National","northern cape","12-17 Years","36400","15043","0","51443"
"Pfizer","National","northern cape","Adults","229077","195583","36773","461433"
"Pfizer","National","north west","12-17 Years","150122","52476","4","202602"
"Pfizer","National","north west","Adults","629217","543659","112950","1285826"
"Pfizer","National","western cape","12-17 Years","131287","54119","3","185409"
"Pfizer","National","western cape","Adults","2132763","1873697","491976","4498436"
