"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","7","0","2","9"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","4","0","1","5"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2","0","5","7"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","4","0","1","5"
"Janssen Vaccines & Prevention B.V","north west","Adults","14","0","54","68"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","1","2"
"Pfizer","gauteng","12-17 Years","4","0","0","4"
"Pfizer","gauteng","Adults","17","17","3","37"
"Pfizer","kwazulu-natal","Adults","6","18","6","30"
"Pfizer","limpopo","Adults","1","0","1","2"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","mpumalanga","Adults","2","2","0","4"
"Pfizer","north west","12-17 Years","21","6","0","27"
"Pfizer","north west","Adults","10","19","15","44"
