"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","7"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","4"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","14"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","gauteng","12-17 Years","0"
"Pfizer","gauteng","Adults","17"
"Pfizer","kwazulu-natal","Adults","18"
"Pfizer","limpopo","Adults","0"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","north west","12-17 Years","6"
"Pfizer","north west","Adults","19"
