"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","64","0","147","211"
"Janssen Vaccines & Prevention B.V","free state","Adults","28","0","18","46"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","179","0","143","322"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","188","0","166","354"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","44","0","42","86"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","57","0","39","96"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","3","0","72","75"
"Janssen Vaccines & Prevention B.V","north west","Adults","78","0","176","254"
"Janssen Vaccines & Prevention B.V","western cape","Adults","59","0","107","166"
"Pfizer","eastern cape","12-17 Years","86","45","0","131"
"Pfizer","eastern cape","Adults","45","72","194","311"
"Pfizer","free state","12-17 Years","12","22","0","34"
"Pfizer","free state","Adults","31","36","110","177"
"Pfizer","gauteng","12-17 Years","270","200","0","470"
"Pfizer","gauteng","Adults","491","549","895","1935"
"Pfizer","kwazulu-natal","12-17 Years","155","184","0","339"
"Pfizer","kwazulu-natal","Adults","259","407","489","1155"
"Pfizer","limpopo","12-17 Years","43","30","0","73"
"Pfizer","limpopo","Adults","49","50","53","152"
"Pfizer","mpumalanga","12-17 Years","42","19","0","61"
"Pfizer","mpumalanga","Adults","47","54","76","177"
"Pfizer","northern cape","12-17 Years","4","3","0","7"
"Pfizer","northern cape","Adults","15","7","26","48"
"Pfizer","north west","12-17 Years","55","123","0","178"
"Pfizer","north west","Adults","54","56","81","191"
"Pfizer","western cape","12-17 Years","27","50","0","77"
"Pfizer","western cape","Adults","75","101","429","605"
