"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","64"
"Janssen Vaccines & Prevention B.V","free state","Adults","28"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","179"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","188"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","44"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","57"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","3"
"Janssen Vaccines & Prevention B.V","north west","Adults","78"
"Janssen Vaccines & Prevention B.V","western cape","Adults","59"
"Pfizer","eastern cape","12-17 Years","45"
"Pfizer","eastern cape","Adults","72"
"Pfizer","free state","12-17 Years","22"
"Pfizer","free state","Adults","36"
"Pfizer","gauteng","12-17 Years","200"
"Pfizer","gauteng","Adults","549"
"Pfizer","kwazulu-natal","12-17 Years","184"
"Pfizer","kwazulu-natal","Adults","407"
"Pfizer","limpopo","12-17 Years","30"
"Pfizer","limpopo","Adults","50"
"Pfizer","mpumalanga","12-17 Years","19"
"Pfizer","mpumalanga","Adults","54"
"Pfizer","northern cape","12-17 Years","3"
"Pfizer","northern cape","Adults","7"
"Pfizer","north west","12-17 Years","123"
"Pfizer","north west","Adults","56"
"Pfizer","western cape","12-17 Years","50"
"Pfizer","western cape","Adults","101"
