"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","211","0","173","384"
"Janssen Vaccines & Prevention B.V","free state","Adults","22","0","75","97"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","357","0","190","547"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","145","0","115","260"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","106","0","234","340"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","129","0","172","301"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","12","0","18","30"
"Janssen Vaccines & Prevention B.V","north west","Adults","99","0","158","257"
"Janssen Vaccines & Prevention B.V","western cape","Adults","56","0","29","85"
"Pfizer","eastern cape","12-17 Years","123","53","0","176"
"Pfizer","eastern cape","Adults","192","184","185","561"
"Pfizer","free state","12-17 Years","6","7","0","13"
"Pfizer","free state","Adults","46","51","85","182"
"Pfizer","gauteng","12-17 Years","29","38","0","67"
"Pfizer","gauteng","Adults","280","317","351","948"
"Pfizer","kwazulu-natal","12-17 Years","14","16","0","30"
"Pfizer","kwazulu-natal","Adults","118","125","104","347"
"Pfizer","limpopo","12-17 Years","232","139","0","371"
"Pfizer","limpopo","Adults","102","126","155","383"
"Pfizer","mpumalanga","12-17 Years","73","43","0","116"
"Pfizer","mpumalanga","Adults","42","109","62","213"
"Pfizer","northern cape","12-17 Years","54","5","0","59"
"Pfizer","northern cape","Adults","30","25","28","83"
"Pfizer","north west","12-17 Years","6","22","0","28"
"Pfizer","north west","Adults","76","81","143","300"
"Pfizer","western cape","12-17 Years","1","4","0","5"
"Pfizer","western cape","Adults","49","47","75","171"
