"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","909661"
"Janssen Vaccines & Prevention B.V","free state","Adults","483502"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1524780"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1225534"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1072548"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","812239"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213020"
"Janssen Vaccines & Prevention B.V","north west","Adults","709241"
"Janssen Vaccines & Prevention B.V","western cape","Adults","744787"
"Pfizer","eastern cape","12-17 Years","93336"
"Pfizer","eastern cape","Adults","1110676"
"Pfizer","free state","12-17 Years","76030"
"Pfizer","free state","Adults","584045"
"Pfizer","gauteng","12-17 Years","166403"
"Pfizer","gauteng","Adults","3354792"
"Pfizer","kwazulu-natal","12-17 Years","116683"
"Pfizer","kwazulu-natal","Adults","1622134"
"Pfizer","limpopo","12-17 Years","88341"
"Pfizer","limpopo","Adults","867747"
"Pfizer","mpumalanga","12-17 Years","44947"
"Pfizer","mpumalanga","Adults","463164"
"Pfizer","northern cape","12-17 Years","11150"
"Pfizer","northern cape","Adults","190291"
"Pfizer","north west","12-17 Years","51644"
"Pfizer","north west","Adults","533512"
"Pfizer","western cape","12-17 Years","51482"
"Pfizer","western cape","Adults","1850029"
