"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","848800","0","129205","978005"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","459110","0","80287","539397"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1387423","0","185492","1572915"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1131048","0","158042","1289090"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1038366","0","130826","1169192"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","790336","0","103362","893698"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","203556","0","27211","230767"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","685775","0","102340","788115"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","650180","0","101870","752050"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60861","0","24220","85081"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24392","0","12199","36591"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137357","0","65380","202737"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94485","0","40021","134506"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34182","0","17016","51198"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21903","0","7150","29053"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23466","0","8964","32430"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94607","0","61528","156135"
"Pfizer","National","eastern cape","Adults","1323607","1110674","208669","2642950"
"Pfizer","National","eastern cape","12-17 Years","281475","93336","0","374811"
"Pfizer","National","free state","12-17 Years","172597","76030","0","248627"
"Pfizer","National","free state","Adults","666551","584045","124333","1374929"
"Pfizer","National","gauteng","12-17 Years","395253","166403","8","561664"
"Pfizer","National","gauteng","Adults","3878293","3354779","632074","7865146"
"Pfizer","National","kwazulu-natal","Adults","1955194","1622129","303526","3880849"
"Pfizer","National","kwazulu-natal","12-17 Years","292128","116683","7","408818"
"Pfizer","National","limpopo","Adults","1031727","867747","159479","2058953"
"Pfizer","National","limpopo","12-17 Years","281711","88341","0","370052"
"Pfizer","National","mpumalanga","12-17 Years","145069","44947","0","190016"
"Pfizer","National","mpumalanga","Adults","563808","463163","91668","1118639"
"Pfizer","National","northern cape","12-17 Years","34225","11150","0","45375"
"Pfizer","National","northern cape","Adults","222608","190291","31203","444102"
"Pfizer","National","north west","12-17 Years","154728","51644","2","206374"
"Pfizer","National","north west","Adults","616356","533510","103656","1253522"
"Pfizer","National","western cape","12-17 Years","131445","51482","2","182929"
"Pfizer","National","western cape","Adults","2108917","1850025","460777","4419719"
