"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","36","192"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14418","5572","19990"
"National","eastern cape","Amathole DM","Public Health","Male","12399","4572","16971"
"National","eastern cape","A Nzo DM","Public Health","Female","32676","17647","50323"
"National","eastern cape","A Nzo DM","Public Health","Male","29035","13780","42815"
"National","eastern cape","Buffalo City MM","Private Health","Female","2769","1131","3900"
"National","eastern cape","Buffalo City MM","Private Health","Male","2263","874","3137"
"National","eastern cape","Buffalo City MM","Public Health","Female","16366","9495","25861"
"National","eastern cape","Buffalo City MM","Public Health","Male","13007","6720","19727"
"National","eastern cape","C Hani DM","Private Health","Female","217","105","322"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13601","3579","17180"
"National","eastern cape","C Hani DM","Public Health","Male","10967","2616","13583"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","357","1000"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","483","215","698"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7748","2699","10447"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6907","2177","9084"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3979","2008","5987"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3612","1684","5296"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15660","6454","22114"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12207","4581","16788"
"National","eastern cape","O Tambo DM","Private Health","Female","300","116","416"
"National","eastern cape","O Tambo DM","Private Health","Male","239","111","350"
"National","eastern cape","O Tambo DM","Public Health","Female","43408","17069","60477"
"National","eastern cape","O Tambo DM","Public Health","Male","36620","12814","49434"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1533","1061","2594"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1334","803","2137"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9517","5334","14851"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7997","3985","11982"
"National","free state","Fezile Dabi DM","Private Health","Female","468","339","807"
"National","free state","Fezile Dabi DM","Private Health","Male","438","276","714"
"National","free state","Fezile Dabi DM","Public Health","Female","13009","4988","17997"
"National","free state","Fezile Dabi DM","Public Health","Male","10685","3619","14304"
"National","free state","Lejweleputswa DM","Private Health","Female","3675","1418","5093"
"National","free state","Lejweleputswa DM","Private Health","Male","2945","1075","4020"
"National","free state","Lejweleputswa DM","Public Health","Female","13875","5235","19110"
"National","free state","Lejweleputswa DM","Public Health","Male","11918","3705","15623"
"National","free state","Mangaung MM","Private Health","Female","2922","1993","4915"
"National","free state","Mangaung MM","Private Health","Male","2416","1524","3940"
"National","free state","Mangaung MM","Public Health","Female","23089","13733","36822"
"National","free state","Mangaung MM","Public Health","Male","20658","11125","31783"
"National","free state","T Mofutsanyana DM","Private Health","Female","1802","1108","2910"
"National","free state","T Mofutsanyana DM","Private Health","Male","1552","900","2452"
"National","free state","T Mofutsanyana DM","Public Health","Female","26406","15272","41678"
