"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10402","5100","15502"
"National","eastern cape","Private Health","Male","8816","3960","12776"
"National","eastern cape","Public Health","Female","144679","53393","198072"
"National","eastern cape","Public Health","Male","118775","37705","156480"
"National","free state","Private Health","Female","9177","4631","13808"
"National","free state","Private Health","Male","7542","3559","11101"
"National","free state","Public Health","Female","83653","40426","124079"
"National","free state","Public Health","Male","71543","30341","101884"
"National","gauteng","Private Health","Female","53470","30343","83813"
"National","gauteng","Private Health","Male","49144","26007","75151"
"National","gauteng","Public Health","Female","162658","65722","228380"
"National","gauteng","Public Health","Male","128588","48286","176874"
"National","kwazulu-natal","Private Health","Female","17047","9642","26689"
"National","kwazulu-natal","Private Health","Male","15451","8252","23703"
"National","kwazulu-natal","Public Health","Female","156788","67479","224267"
"National","kwazulu-natal","Public Health","Male","106789","41004","147793"
"National","limpopo","Private Health","Female","11800","5194","16994"
"National","limpopo","Private Health","Male","9180","3627","12807"
"National","limpopo","Public Health","Female","142211","48650","190861"
"National","limpopo","Public Health","Male","123160","36350","159510"
"National","mpumalanga","Private Health","Female","3989","1725","5714"
"National","mpumalanga","Private Health","Male","3476","1523","4999"
"National","mpumalanga","Public Health","Female","76153","26288","102441"
"National","mpumalanga","Public Health","Male","63061","18247","81308"
"National","northern cape","Private Health","Female","2121","1057","3178"
"National","northern cape","Private Health","Male","1948","814","2762"
"National","northern cape","Public Health","Female","17855","6803","24658"
"National","northern cape","Public Health","Male","14015","4980","18995"
"National","north west","Private Health","Female","5214","2427","7641"
"National","north west","Private Health","Male","4722","2038","6760"
"National","north west","Public Health","Female","78687","28018","106705"
"National","north west","Public Health","Male","65217","20329","85546"
"National","western cape","Private Health","Female","23488","12730","36218"
"National","western cape","Private Health","Male","21159","10994","32153"
"National","western cape","Public Health","Female","47091","15989","63080"
"National","western cape","Public Health","Male","39309","13114","52423"
