"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","99"
"Janssen Vaccines & Prevention B.V","free state","Adults","23"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","344"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","161"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","254"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","126"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","53"
"Janssen Vaccines & Prevention B.V","north west","Adults","69"
"Janssen Vaccines & Prevention B.V","western cape","Adults","71"
"Pfizer","eastern cape","12-17 Years","440"
"Pfizer","eastern cape","Adults","314"
"Pfizer","free state","12-17 Years","117"
"Pfizer","free state","Adults","63"
"Pfizer","gauteng","12-17 Years","36"
"Pfizer","gauteng","Adults","254"
"Pfizer","kwazulu-natal","12-17 Years","30"
"Pfizer","kwazulu-natal","Adults","131"
"Pfizer","limpopo","12-17 Years","34"
"Pfizer","limpopo","Adults","112"
"Pfizer","mpumalanga","12-17 Years","85"
"Pfizer","mpumalanga","Adults","80"
"Pfizer","northern cape","12-17 Years","61"
"Pfizer","northern cape","Adults","22"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","50"
"Pfizer","western cape","12-17 Years","28"
"Pfizer","western cape","Adults","106"
