"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","73","0","136","209"
"Janssen Vaccines & Prevention B.V","free state","Adults","37","0","132","169"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","259","0","148","407"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","122","0","83","205"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","105","0","294","399"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","98","0","104","202"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","15","0","53","68"
"Janssen Vaccines & Prevention B.V","north west","Adults","32","0","39","71"
"Janssen Vaccines & Prevention B.V","western cape","Adults","93","0","63","156"
"Pfizer","eastern cape","12-17 Years","469","689","0","1158"
"Pfizer","eastern cape","Adults","142","238","300","680"
"Pfizer","free state","12-17 Years","108","50","0","158"
"Pfizer","free state","Adults","60","123","161","344"
"Pfizer","gauteng","12-17 Years","83","61","0","144"
"Pfizer","gauteng","Adults","297","390","371","1058"
"Pfizer","kwazulu-natal","12-17 Years","43","162","0","205"
"Pfizer","kwazulu-natal","Adults","126","190","169","485"
"Pfizer","limpopo","12-17 Years","300","248","0","548"
"Pfizer","limpopo","Adults","88","119","118","325"
"Pfizer","mpumalanga","12-17 Years","173","266","0","439"
"Pfizer","mpumalanga","Adults","69","95","83","247"
"Pfizer","northern cape","12-17 Years","4","59","0","63"
"Pfizer","northern cape","Adults","23","19","8","50"
"Pfizer","north west","12-17 Years","6","8","0","14"
"Pfizer","north west","Adults","21","35","56","112"
"Pfizer","western cape","12-17 Years","68","59","0","127"
"Pfizer","western cape","Adults","110","123","199","432"
