"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","202"
"Janssen Vaccines & Prevention B.V","free state","Adults","125"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","641"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","310"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","150"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","510"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","96"
"Janssen Vaccines & Prevention B.V","north west","Adults","159"
"Janssen Vaccines & Prevention B.V","western cape","Adults","142"
"Pfizer","eastern cape","12-17 Years","95"
"Pfizer","eastern cape","Adults","437"
"Pfizer","free state","12-17 Years","103"
"Pfizer","free state","Adults","248"
"Pfizer","gauteng","12-17 Years","223"
"Pfizer","gauteng","Adults","892"
"Pfizer","kwazulu-natal","12-17 Years","107"
"Pfizer","kwazulu-natal","Adults","585"
"Pfizer","limpopo","12-17 Years","122"
"Pfizer","limpopo","Adults","315"
"Pfizer","mpumalanga","12-17 Years","76"
"Pfizer","mpumalanga","Adults","345"
"Pfizer","northern cape","12-17 Years","37"
"Pfizer","northern cape","Adults","126"
"Pfizer","north west","12-17 Years","48"
"Pfizer","north west","Adults","148"
"Pfizer","western cape","12-17 Years","58"
"Pfizer","western cape","Adults","277"
