"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861149","0","152147","1013296"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464530","0","94201","558731"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1425753","0","209342","1635095"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1160383","0","181638","1342021"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1053117","0","154447","1207564"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","814803","0","128813","943616"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207817","0","34787","242604"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693546","0","114273","807819"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","661468","0","112034","773502"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137583","0","65388","202971"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21926","0","7151","29077"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94617","0","61527","156144"
"Pfizer","National","eastern cape","Adults","1359320","1144634","251300","2755254"
"Pfizer","National","eastern cape","12-17 Years","295310","119398","0","414708"
"Pfizer","National","free state","12-17 Years","169369","80062","0","249431"
"Pfizer","National","free state","Adults","683548","600856","143602","1428006"
"Pfizer","National","gauteng","12-17 Years","384257","169135","18","553410"
"Pfizer","National","gauteng","Adults","3943705","3418627","685341","8047673"
"Pfizer","National","kwazulu-natal","Adults","2006946","1670488","337938","4015372"
"Pfizer","National","kwazulu-natal","12-17 Years","292001","133085","10","425096"
"Pfizer","National","limpopo","Adults","1057846","887896","178038","2123780"
"Pfizer","National","limpopo","12-17 Years","289357","100412","2","389771"
"Pfizer","National","mpumalanga","12-17 Years","147765","53938","0","201703"
"Pfizer","National","mpumalanga","Adults","583753","480765","108907","1173425"
"Pfizer","National","northern cape","12-17 Years","36396","15216","0","51612"
"Pfizer","National","northern cape","Adults","229268","195708","36871","461847"
"Pfizer","National","north west","12-17 Years","149820","52400","4","202224"
"Pfizer","National","north west","Adults","629774","543997","113262","1287033"
"Pfizer","National","western cape","12-17 Years","131024","54243","3","185270"
"Pfizer","National","western cape","Adults","2133699","1874307","492500","4500506"
