"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","190"
"Janssen Vaccines & Prevention B.V","free state","Adults","80"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","605"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","390"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","192"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","446"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","84"
"Janssen Vaccines & Prevention B.V","north west","Adults","102"
"Janssen Vaccines & Prevention B.V","western cape","Adults","118"
"Pfizer","eastern cape","12-17 Years","80"
"Pfizer","eastern cape","Adults","374"
"Pfizer","free state","12-17 Years","45"
"Pfizer","free state","Adults","170"
"Pfizer","gauteng","12-17 Years","191"
"Pfizer","gauteng","Adults","697"
"Pfizer","kwazulu-natal","12-17 Years","94"
"Pfizer","kwazulu-natal","Adults","503"
"Pfizer","limpopo","12-17 Years","102"
"Pfizer","limpopo","Adults","225"
"Pfizer","mpumalanga","12-17 Years","45"
"Pfizer","mpumalanga","Adults","225"
"Pfizer","northern cape","12-17 Years","38"
"Pfizer","northern cape","Adults","142"
"Pfizer","north west","12-17 Years","32"
"Pfizer","north west","Adults","105"
"Pfizer","western cape","12-17 Years","57"
"Pfizer","western cape","Adults","210"
