"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10185","5079","15264"
"National","eastern cape","Private Health","Male","8614","3938","12552"
"National","eastern cape","Public Health","Female","150086","61313","211399"
"National","eastern cape","Public Health","Male","124133","44873","169006"
"National","free state","Private Health","Female","9132","4639","13771"
"National","free state","Private Health","Male","7521","3588","11109"
"National","free state","Public Health","Female","83169","40947","124116"
"National","free state","Public Health","Male","71249","30835","102084"
"National","gauteng","Private Health","Female","52686","30101","82787"
"National","gauteng","Private Health","Male","48407","25888","74295"
"National","gauteng","Public Health","Female","160702","65954","226656"
"National","gauteng","Public Health","Male","127245","48619","175864"
"National","kwazulu-natal","Private Health","Female","16630","9486","26116"
"National","kwazulu-natal","Private Health","Male","15138","8176","23314"
"National","kwazulu-natal","Public Health","Female","157071","72204","229275"
"National","kwazulu-natal","Public Health","Male","107167","43898","151065"
"National","limpopo","Private Health","Female","11777","5347","17124"
"National","limpopo","Private Health","Male","9158","3706","12864"
"National","limpopo","Public Health","Female","144738","51369","196107"
"National","limpopo","Public Health","Male","125049","38464","163513"
"National","mpumalanga","Private Health","Female","3891","1699","5590"
"National","mpumalanga","Private Health","Male","3409","1515","4924"
"National","mpumalanga","Public Health","Female","77386","28982","106368"
"National","mpumalanga","Public Health","Male","63670","19941","83611"
"National","northern cape","Private Health","Female","2097","1045","3142"
"National","northern cape","Private Health","Male","1920","818","2738"
"National","northern cape","Public Health","Female","18167","7374","25541"
"National","northern cape","Public Health","Male","14266","5404","19670"
"National","north west","Private Health","Female","5102","2408","7510"
"National","north west","Private Health","Male","4637","2028","6665"
"National","north west","Public Health","Female","77531","27906","105437"
"National","north west","Public Health","Male","64366","20452","84818"
"National","western cape","Private Health","Female","22997","12620","35617"
"National","western cape","Private Health","Male","20833","10938","31771"
"National","western cape","Public Health","Female","48415","16789","65204"
"National","western cape","Public Health","Male","40527","13786","54313"
