"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","7","0","19","26"
"Janssen Vaccines & Prevention B.V","free state","Adults","3","0","3","6"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","97","0","74","171"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","56","0","47","103"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","6","0","2","8"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","21","0","19","40"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","30","0","213","243"
"Janssen Vaccines & Prevention B.V","north west","Adults","26","0","44","70"
"Janssen Vaccines & Prevention B.V","western cape","Adults","14","0","21","35"
"Pfizer","eastern cape","12-17 Years","4","5","0","9"
"Pfizer","eastern cape","Adults","10","22","25","57"
"Pfizer","free state","12-17 Years","0","1","0","1"
"Pfizer","free state","Adults","6","5","12","23"
"Pfizer","gauteng","12-17 Years","39","57","0","96"
"Pfizer","gauteng","Adults","171","237","295","703"
"Pfizer","kwazulu-natal","12-17 Years","20","24","0","44"
"Pfizer","kwazulu-natal","Adults","65","70","94","229"
"Pfizer","limpopo","12-17 Years","5","9","0","14"
"Pfizer","limpopo","Adults","39","20","26","85"
"Pfizer","mpumalanga","12-17 Years","6","4","0","10"
"Pfizer","mpumalanga","Adults","16","25","37","78"
"Pfizer","northern cape","12-17 Years","3","6","0","9"
"Pfizer","northern cape","Adults","29","29","139","197"
"Pfizer","north west","12-17 Years","9","9","0","18"
"Pfizer","north west","Adults","18","35","55","108"
"Pfizer","western cape","12-17 Years","7","12","0","19"
"Pfizer","western cape","Adults","24","52","103","179"
