"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","451"
"Janssen Vaccines & Prevention B.V","free state","Adults","251"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","855"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","658"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","392"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","689"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","109"
"Janssen Vaccines & Prevention B.V","north west","Adults","173"
"Janssen Vaccines & Prevention B.V","western cape","Adults","253"
"Pfizer","eastern cape","12-17 Years","410"
"Pfizer","eastern cape","Adults","685"
"Pfizer","free state","12-17 Years","269"
"Pfizer","free state","Adults","393"
"Pfizer","gauteng","12-17 Years","474"
"Pfizer","gauteng","Adults","1377"
"Pfizer","kwazulu-natal","12-17 Years","671"
"Pfizer","kwazulu-natal","Adults","1011"
"Pfizer","limpopo","12-17 Years","423"
"Pfizer","limpopo","Adults","437"
"Pfizer","mpumalanga","12-17 Years","366"
"Pfizer","mpumalanga","Adults","430"
"Pfizer","northern cape","12-17 Years","36"
"Pfizer","northern cape","Adults","101"
"Pfizer","north west","12-17 Years","200"
"Pfizer","north west","Adults","253"
"Pfizer","western cape","12-17 Years","119"
"Pfizer","western cape","Adults","503"
