"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","86","0","191","277"
"Janssen Vaccines & Prevention B.V","free state","Adults","31","0","78","109"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","265","0","167","432"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","193","0","109","302"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","130","0","160","290"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","139","0","99","238"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","19","0","29","48"
"Janssen Vaccines & Prevention B.V","north west","Adults","55","0","52","107"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81","0","83","164"
"Pfizer","eastern cape","12-17 Years","798","459","0","1257"
"Pfizer","eastern cape","Adults","221","263","360","844"
"Pfizer","free state","12-17 Years","79","72","0","151"
"Pfizer","free state","Adults","68","68","117","253"
"Pfizer","gauteng","12-17 Years","62","33","0","95"
"Pfizer","gauteng","Adults","241","264","255","760"
"Pfizer","kwazulu-natal","12-17 Years","89","95","0","184"
"Pfizer","kwazulu-natal","Adults","186","179","201","566"
"Pfizer","limpopo","12-17 Years","141","182","0","323"
"Pfizer","limpopo","Adults","97","94","102","293"
"Pfizer","mpumalanga","12-17 Years","167","136","0","303"
"Pfizer","mpumalanga","Adults","88","90","49","227"
"Pfizer","northern cape","12-17 Years","62","6","0","68"
"Pfizer","northern cape","Adults","16","18","36","70"
"Pfizer","north west","12-17 Years","11","26","0","37"
"Pfizer","north west","Adults","23","35","42","100"
"Pfizer","western cape","12-17 Years","22","110","0","132"
"Pfizer","western cape","Adults","102","125","161","388"
