"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","86"
"Janssen Vaccines & Prevention B.V","free state","Adults","31"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","265"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","193"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","130"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","139"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","19"
"Janssen Vaccines & Prevention B.V","north west","Adults","55"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81"
"Pfizer","eastern cape","12-17 Years","459"
"Pfizer","eastern cape","Adults","263"
"Pfizer","free state","12-17 Years","72"
"Pfizer","free state","Adults","68"
"Pfizer","gauteng","12-17 Years","33"
"Pfizer","gauteng","Adults","264"
"Pfizer","kwazulu-natal","12-17 Years","95"
"Pfizer","kwazulu-natal","Adults","179"
"Pfizer","limpopo","12-17 Years","182"
"Pfizer","limpopo","Adults","94"
"Pfizer","mpumalanga","12-17 Years","136"
"Pfizer","mpumalanga","Adults","90"
"Pfizer","northern cape","12-17 Years","6"
"Pfizer","northern cape","Adults","18"
"Pfizer","north west","12-17 Years","26"
"Pfizer","north west","Adults","35"
"Pfizer","western cape","12-17 Years","110"
"Pfizer","western cape","Adults","125"
