"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","99","0","149","248"
"Janssen Vaccines & Prevention B.V","free state","Adults","34","0","94","128"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","315","0","206","521"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","144","0","138","282"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","219","0","290","509"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","148","0","136","284"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4","0","13","17"
"Janssen Vaccines & Prevention B.V","north west","Adults","47","0","134","181"
"Janssen Vaccines & Prevention B.V","western cape","Adults","61","0","48","109"
"Pfizer","eastern cape","12-17 Years","282","523","0","805"
"Pfizer","eastern cape","Adults","148","275","307","730"
"Pfizer","free state","12-17 Years","43","43","0","86"
"Pfizer","free state","Adults","48","90","135","273"
"Pfizer","gauteng","12-17 Years","27","103","0","130"
"Pfizer","gauteng","Adults","342","441","398","1181"
"Pfizer","kwazulu-natal","12-17 Years","98","160","0","258"
"Pfizer","kwazulu-natal","Adults","180","261","196","637"
"Pfizer","limpopo","12-17 Years","325","185","0","510"
"Pfizer","limpopo","Adults","137","117","114","368"
"Pfizer","mpumalanga","12-17 Years","86","48","0","134"
"Pfizer","mpumalanga","Adults","76","98","71","245"
"Pfizer","northern cape","12-17 Years","2","39","0","41"
"Pfizer","northern cape","Adults","9","14","11","34"
"Pfizer","north west","12-17 Years","0","9","0","9"
"Pfizer","north west","Adults","20","35","29","84"
"Pfizer","western cape","12-17 Years","77","44","0","121"
"Pfizer","western cape","Adults","86","102","184","372"
