"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","99"
"Janssen Vaccines & Prevention B.V","free state","Adults","34"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","315"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","144"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","219"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","148"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","47"
"Janssen Vaccines & Prevention B.V","western cape","Adults","61"
"Pfizer","eastern cape","12-17 Years","523"
"Pfizer","eastern cape","Adults","275"
"Pfizer","free state","12-17 Years","43"
"Pfizer","free state","Adults","90"
"Pfizer","gauteng","12-17 Years","103"
"Pfizer","gauteng","Adults","441"
"Pfizer","kwazulu-natal","12-17 Years","160"
"Pfizer","kwazulu-natal","Adults","261"
"Pfizer","limpopo","12-17 Years","185"
"Pfizer","limpopo","Adults","117"
"Pfizer","mpumalanga","12-17 Years","48"
"Pfizer","mpumalanga","Adults","98"
"Pfizer","northern cape","12-17 Years","39"
"Pfizer","northern cape","Adults","14"
"Pfizer","north west","12-17 Years","9"
"Pfizer","north west","Adults","35"
"Pfizer","western cape","12-17 Years","44"
"Pfizer","western cape","Adults","102"
