"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","912600"
"Janssen Vaccines & Prevention B.V","free state","Adults","484776"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1530997"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1230695"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1074807"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","816868"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213617"
"Janssen Vaccines & Prevention B.V","north west","Adults","710567"
"Janssen Vaccines & Prevention B.V","western cape","Adults","746676"
"Pfizer","eastern cape","12-17 Years","95026"
"Pfizer","eastern cape","Adults","1115137"
"Pfizer","free state","12-17 Years","77323"
"Pfizer","free state","Adults","586510"
"Pfizer","gauteng","12-17 Years","168824"
"Pfizer","gauteng","Adults","3365329"
"Pfizer","kwazulu-natal","12-17 Years","119785"
"Pfizer","kwazulu-natal","Adults","1630210"
"Pfizer","limpopo","12-17 Years","91166"
"Pfizer","limpopo","Adults","870700"
"Pfizer","mpumalanga","12-17 Years","46087"
"Pfizer","mpumalanga","Adults","465972"
"Pfizer","northern cape","12-17 Years","11374"
"Pfizer","northern cape","Adults","191147"
"Pfizer","north west","12-17 Years","52324"
"Pfizer","north west","Adults","535524"
"Pfizer","western cape","12-17 Years","52170"
"Pfizer","western cape","Adults","1853904"
