"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","851738","0","134315","986053"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","460382","0","83107","543489"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1393606","0","189345","1582951"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1136204","0","163015","1299219"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1040624","0","134969","1175593"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","794958","0","108416","903374"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","204153","0","28507","232660"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","687098","0","104221","791319"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","652066","0","103912","755978"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60862","0","24220","85082"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137391","0","65383","202774"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94490","0","40022","134512"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21910","0","7150","29060"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23469","0","8964","32433"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94610","0","61528","156138"
"Pfizer","National","eastern cape","Adults","1327862","1115135","216641","2659638"
"Pfizer","National","eastern cape","12-17 Years","282231","95026","0","377257"
"Pfizer","National","free state","12-17 Years","172667","77323","0","249990"
"Pfizer","National","free state","Adults","668526","586510","127783","1382819"
"Pfizer","National","gauteng","12-17 Years","396744","168824","11","565579"
"Pfizer","National","gauteng","Adults","3887422","3365316","641953","7894691"
"Pfizer","National","kwazulu-natal","Adults","1963061","1630205","310380","3903646"
"Pfizer","National","kwazulu-natal","12-17 Years","295327","119785","8","415120"
"Pfizer","National","limpopo","Adults","1034809","870700","163370","2068879"
"Pfizer","National","limpopo","12-17 Years","285109","91166","0","376275"
"Pfizer","National","mpumalanga","12-17 Years","145806","46087","0","191893"
"Pfizer","National","mpumalanga","Adults","566062","465971","95448","1127481"
"Pfizer","National","northern cape","12-17 Years","34407","11374","0","45781"
"Pfizer","National","northern cape","Adults","223578","191147","32415","447140"
"Pfizer","National","north west","12-17 Years","154858","52324","4","207186"
"Pfizer","National","north west","Adults","618273","535522","105745","1259540"
"Pfizer","National","western cape","12-17 Years","131805","52170","2","183977"
"Pfizer","National","western cape","Adults","2111947","1853899","467271","4433117"
