"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859037","0","148626","1007663"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463765","0","92077","555842"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1416726","0","204449","1621175"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1155382","0","178221","1333603"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1048736","0","148725","1197461"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","811091","0","125724","936815"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206966","0","34020","240986"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691768","0","111666","803434"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","658846","0","110460","769306"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137567","0","65384","202951"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40024","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1349143","1136652","242956","2728751"
"Pfizer","National","eastern cape","12-17 Years","292057","114404","0","406461"
"Pfizer","National","free state","12-17 Years","171136","79955","0","251091"
"Pfizer","National","free state","Adults","679197","597665","140600","1417462"
"Pfizer","National","gauteng","12-17 Years","389440","170622","18","560080"
"Pfizer","National","gauteng","Adults","3928589","3406675","677028","8012292"
"Pfizer","National","kwazulu-natal","Adults","1995854","1662659","333395","3991908"
"Pfizer","National","kwazulu-natal","12-17 Years","296233","133682","9","429924"
"Pfizer","National","limpopo","Adults","1050306","883463","174375","2108144"
"Pfizer","National","limpopo","12-17 Years","290574","98686","2","389262"
"Pfizer","National","mpumalanga","12-17 Years","148237","51835","0","200072"
"Pfizer","National","mpumalanga","Adults","579088","477615","107593","1164296"
"Pfizer","National","northern cape","12-17 Years","36441","14616","0","51057"
"Pfizer","National","northern cape","Adults","227915","194892","36246","459053"
"Pfizer","National","north west","12-17 Years","151833","52799","4","204636"
"Pfizer","National","north west","Adults","626202","541806","111543","1279551"
"Pfizer","National","western cape","12-17 Years","132869","54122","2","186993"
"Pfizer","National","western cape","Adults","2127619","1870013","488420","4486052"
