"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919908"
"Janssen Vaccines & Prevention B.V","free state","Adults","488161"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1554297"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1249889"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082923"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","833016"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216430"
"Janssen Vaccines & Prevention B.V","north west","Adults","715246"
"Janssen Vaccines & Prevention B.V","western cape","Adults","753459"
"Pfizer","eastern cape","12-17 Years","114404"
"Pfizer","eastern cape","Adults","1136654"
"Pfizer","free state","12-17 Years","79955"
"Pfizer","free state","Adults","597665"
"Pfizer","gauteng","12-17 Years","170622"
"Pfizer","gauteng","Adults","3406691"
"Pfizer","kwazulu-natal","12-17 Years","133682"
"Pfizer","kwazulu-natal","Adults","1662664"
"Pfizer","limpopo","12-17 Years","98686"
"Pfizer","limpopo","Adults","883463"
"Pfizer","mpumalanga","12-17 Years","51835"
"Pfizer","mpumalanga","Adults","477616"
"Pfizer","northern cape","12-17 Years","14616"
"Pfizer","northern cape","Adults","194892"
"Pfizer","north west","12-17 Years","52799"
"Pfizer","north west","Adults","541808"
"Pfizer","western cape","12-17 Years","54122"
"Pfizer","western cape","Adults","1870027"
