"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10684","4984","15668"
"National","eastern cape","Private Health","Male","8923","3805","12728"
"National","eastern cape","Public Health","Female","137092","41257","178349"
"National","eastern cape","Public Health","Male","111099","27917","139016"
"National","free state","Private Health","Female","9090","4213","13303"
"National","free state","Private Health","Male","7437","3223","10660"
"National","free state","Public Health","Female","81744","36122","117866"
"National","free state","Public Health","Male","69498","26524","96022"
"National","gauteng","Private Health","Female","54224","29222","83446"
"National","gauteng","Private Health","Male","49376","24809","74185"
"National","gauteng","Public Health","Female","156489","59129","215618"
"National","gauteng","Public Health","Male","123429","43080","166509"
"National","kwazulu-natal","Private Health","Female","17482","9527","27009"
"National","kwazulu-natal","Private Health","Male","15748","8039","23787"
"National","kwazulu-natal","Public Health","Female","139314","50462","189776"
"National","kwazulu-natal","Public Health","Male","94166","29993","124159"
"National","limpopo","Private Health","Female","11242","4662","15904"
"National","limpopo","Private Health","Male","8788","3332","12120"
"National","limpopo","Public Health","Female","126772","39135","165907"
"National","limpopo","Public Health","Male","107046","28972","136018"
"National","mpumalanga","Private Health","Female","4028","1649","5677"
"National","mpumalanga","Private Health","Male","3519","1423","4942"
"National","mpumalanga","Public Health","Female","70926","20368","91294"
"National","mpumalanga","Public Health","Male","58999","14494","73493"
"National","northern cape","Private Health","Female","2150","1014","3164"
"National","northern cape","Private Health","Male","1949","753","2702"
"National","northern cape","Public Health","Female","14747","4163","18910"
"National","northern cape","Public Health","Male","11628","3081","14709"
"National","north west","Private Health","Female","5298","2371","7669"
"National","north west","Private Health","Male","4768","1982","6750"
"National","north west","Public Health","Female","76888","24797","101685"
"National","north west","Public Health","Male","63328","17686","81014"
"National","western cape","Private Health","Female","23714","11992","35706"
"National","western cape","Private Health","Male","21209","10252","31461"
"National","western cape","Public Health","Female","46896","15249","62145"
"National","western cape","Public Health","Male","38886","12407","51293"
