"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","840201","0","112508","952709"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","454983","0","71047","526030"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1366344","0","170003","1536347"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1115431","0","140758","1256189"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1027864","0","114914","1142778"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","776512","0","89851","866363"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","201563","0","22987","224550"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","679960","0","92735","772695"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","643724","0","94231","737955"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60856","0","24220","85076"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137326","0","65377","202703"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94477","0","40018","134495"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21890","0","7150","29040"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23464","0","8964","32428"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94533","0","61528","156061"
"Pfizer","National","eastern cape","Adults","1313171","1097608","185802","2596581"
"Pfizer","National","eastern cape","12-17 Years","267798","77963","0","345761"
"Pfizer","National","free state","12-17 Years","167769","70082","0","237851"
"Pfizer","National","free state","Adults","660570","576693","113415","1350678"
"Pfizer","National","gauteng","12-17 Years","383518","156240","7","539765"
"Pfizer","National","gauteng","Adults","3849267","3321477","593822","7764566"
"Pfizer","National","kwazulu-natal","Adults","1931120","1596773","280129","3808022"
"Pfizer","National","kwazulu-natal","12-17 Years","266710","98021","4","364735"
"Pfizer","National","limpopo","Adults","1022074","857512","143470","2023056"
"Pfizer","National","limpopo","12-17 Years","253848","76101","0","329949"
"Pfizer","National","mpumalanga","12-17 Years","137472","37934","0","175406"
"Pfizer","National","mpumalanga","Adults","556785","456285","82444","1095514"
"Pfizer","National","northern cape","12-17 Years","30474","9011","0","39485"
"Pfizer","National","northern cape","Adults","220174","187843","27798","435815"
"Pfizer","National","north west","12-17 Years","150282","46836","0","197118"
"Pfizer","National","north west","Adults","610740","527432","95652","1233824"
"Pfizer","National","western cape","12-17 Years","130705","49900","1","180606"
"Pfizer","National","western cape","Adults","2098535","1838188","436774","4373497"
