"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10511","5124","15635"
"National","eastern cape","Private Health","Male","8877","3963","12840"
"National","eastern cape","Public Health","Female","143996","50799","194795"
"National","eastern cape","Public Health","Male","118091","35497","153588"
"National","free state","Private Health","Female","9175","4598","13773"
"National","free state","Private Health","Male","7525","3485","11010"
"National","free state","Public Health","Female","83878","39818","123696"
"National","free state","Public Health","Male","71657","29766","101423"
"National","gauteng","Private Health","Female","53801","30244","84045"
"National","gauteng","Private Health","Male","49404","25872","75276"
"National","gauteng","Public Health","Female","163525","65637","229162"
"National","gauteng","Public Health","Male","129128","48078","177206"
"National","kwazulu-natal","Private Health","Female","17227","9704","26931"
"National","kwazulu-natal","Private Health","Male","15566","8255","23821"
"National","kwazulu-natal","Public Health","Female","156128","63999","220127"
"National","kwazulu-natal","Public Health","Male","106293","38946","145239"
"National","limpopo","Private Health","Female","11834","5160","16994"
"National","limpopo","Private Health","Male","9211","3609","12820"
"National","limpopo","Public Health","Female","141058","47450","188508"
"National","limpopo","Public Health","Male","122547","35526","158073"
"National","mpumalanga","Private Health","Female","4026","1721","5747"
"National","mpumalanga","Private Health","Male","3516","1504","5020"
"National","mpumalanga","Public Health","Female","75443","25391","100834"
"National","mpumalanga","Public Health","Male","62692","17727","80419"
"National","northern cape","Private Health","Female","2144","1066","3210"
"National","northern cape","Private Health","Male","1972","810","2782"
"National","northern cape","Public Health","Female","17091","5669","22760"
"National","northern cape","Public Health","Male","13367","4156","17523"
"National","north west","Private Health","Female","5263","2445","7708"
"National","north west","Private Health","Male","4750","2045","6795"
"National","north west","Public Health","Female","79030","27881","106911"
"National","north west","Public Health","Male","65444","20141","85585"
"National","western cape","Private Health","Female","23635","12687","36322"
"National","western cape","Private Health","Male","21280","10965","32245"
"National","western cape","Public Health","Female","47099","15844","62943"
"National","western cape","Public Health","Male","39311","12963","52274"
