"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","30","0","33","63"
"Janssen Vaccines & Prevention B.V","free state","Adults","7","0","22","29"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","123","0","54","177"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","63","0","62","125"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","25","0","45","70"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","59","0","39","98"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","5","0","8","13"
"Janssen Vaccines & Prevention B.V","north west","Adults","11","0","62","73"
"Janssen Vaccines & Prevention B.V","western cape","Adults","82","0","58","140"
"Pfizer","eastern cape","12-17 Years","7","6","0","13"
"Pfizer","eastern cape","Adults","53","33","73","159"
"Pfizer","free state","12-17 Years","1","2","0","3"
"Pfizer","free state","Adults","17","12","22","51"
"Pfizer","gauteng","12-17 Years","18","18","0","36"
"Pfizer","gauteng","Adults","187","112","127","426"
"Pfizer","kwazulu-natal","12-17 Years","13","12","0","25"
"Pfizer","kwazulu-natal","Adults","47","44","44","135"
"Pfizer","limpopo","12-17 Years","12","5","0","17"
"Pfizer","limpopo","Adults","35","22","48","105"
"Pfizer","mpumalanga","12-17 Years","9","14","0","23"
"Pfizer","mpumalanga","Adults","17","6","19","42"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","2","3","8","13"
"Pfizer","north west","12-17 Years","1","1","0","2"
"Pfizer","north west","Adults","6","6","3","15"
"Pfizer","western cape","12-17 Years","10","8","0","18"
"Pfizer","western cape","Adults","63","48","124","235"
