"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103112"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120028"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72237"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107668"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51479"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166084"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212366"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90947"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81340"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76103"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153683"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144833"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33428"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","328641"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","562003"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102876"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469669"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108145"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80192"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","346303"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58819"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64046"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102916"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67832"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142017"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102877"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97650"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97112"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98922"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275557"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245768"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187297"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245291"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136939"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417133"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189665"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232738"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","72001"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41910"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16383"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28288"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59563"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297649"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109473"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201275"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110605"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","435229"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121731"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6839"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78226"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47546"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68734"
"Pfizer","eastern cape","Amathole DM","12-17 Years","10097"
"Pfizer","eastern cape","Amathole DM","Adults","148973"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","30483"
"Pfizer","eastern cape","A Nzo DM","Adults","104565"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18250"
"Pfizer","eastern cape","Buffalo City MM","Adults","214352"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6419"
"Pfizer","eastern cape","C Hani DM","Adults","119050"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5485"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56060"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14837"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276467"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29939"
"Pfizer","eastern cape","O Tambo DM","Adults","137483"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11267"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93887"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9272"
"Pfizer","free state","Fezile Dabi DM","Adults","94032"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11532"
"Pfizer","free state","Lejweleputswa DM","Adults","154360"
"Pfizer","free state","Mangaung MM","12-17 Years","28399"
"Pfizer","free state","Mangaung MM","Adults","202075"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29067"
"Pfizer","free state","T Mofutsanyana DM","Adults","138183"
"Pfizer","free state","Xhariep DM","12-17 Years","2008"
"Pfizer","free state","Xhariep DM","Adults","14312"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38508"
"Pfizer","gauteng","Ekurhuleni MM","Adults","809142"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55321"
"Pfizer","gauteng","Johannesburg MM","Adults","1495162"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12075"
"Pfizer","gauteng","Sedibeng DM","Adults","155386"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44271"
"Pfizer","gauteng","Tshwane MM","Adults","732246"
"Pfizer","gauteng","West Rand DM","12-17 Years","18084"
"Pfizer","gauteng","West Rand DM","Adults","235256"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4686"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50135"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","22952"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","771476"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13640"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68431"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6930"
"Pfizer","kwazulu-natal","iLembe DM","Adults","99037"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8304"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92893"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8878"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134919"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9619"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","214066"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15699"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59307"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9758"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42899"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11056"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57865"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20897"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84684"
"Pfizer","limpopo","Capricorn DM","12-17 Years","27302"
"Pfizer","limpopo","Capricorn DM","Adults","194475"
"Pfizer","limpopo","Mopani DM","12-17 Years","22524"
"Pfizer","limpopo","Mopani DM","Adults","177154"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18474"
"Pfizer","limpopo","Sekhukhune DM","Adults","144058"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21520"
"Pfizer","limpopo","Vhembe DM","Adults","204852"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12240"
"Pfizer","limpopo","Waterberg DM","Adults","171342"
