"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","65","0","112","177"
"Janssen Vaccines & Prevention B.V","free state","Adults","22","0","99","121"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","325","0","226","551"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","122","0","103","225"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","238","0","322","560"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","111","0","66","177"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","30","0","26","56"
"Janssen Vaccines & Prevention B.V","north west","Adults","67","0","82","149"
"Janssen Vaccines & Prevention B.V","western cape","Adults","75","0","54","129"
"Pfizer","eastern cape","12-17 Years","400","475","0","875"
"Pfizer","eastern cape","Adults","186","227","325","738"
"Pfizer","free state","12-17 Years","7","47","0","54"
"Pfizer","free state","Adults","56","73","111","240"
"Pfizer","gauteng","12-17 Years","18","26","0","44"
"Pfizer","gauteng","Adults","319","249","310","878"
"Pfizer","kwazulu-natal","12-17 Years","37","20","1","58"
"Pfizer","kwazulu-natal","Adults","161","180","133","474"
"Pfizer","limpopo","12-17 Years","104","91","0","195"
"Pfizer","limpopo","Adults","156","120","205","481"
"Pfizer","mpumalanga","12-17 Years","18","86","0","104"
"Pfizer","mpumalanga","Adults","42","54","29","125"
"Pfizer","northern cape","12-17 Years","24","17","0","41"
"Pfizer","northern cape","Adults","33","10","15","58"
"Pfizer","north west","12-17 Years","9","4","0","13"
"Pfizer","north west","Adults","43","36","49","128"
"Pfizer","western cape","12-17 Years","50","20","0","70"
"Pfizer","western cape","Adults","92","98","116","306"
