"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","65"
"Janssen Vaccines & Prevention B.V","free state","Adults","22"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","325"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","122"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","238"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","111"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","30"
"Janssen Vaccines & Prevention B.V","north west","Adults","67"
"Janssen Vaccines & Prevention B.V","western cape","Adults","75"
"Pfizer","eastern cape","12-17 Years","475"
"Pfizer","eastern cape","Adults","227"
"Pfizer","free state","12-17 Years","47"
"Pfizer","free state","Adults","73"
"Pfizer","gauteng","12-17 Years","26"
"Pfizer","gauteng","Adults","249"
"Pfizer","kwazulu-natal","12-17 Years","20"
"Pfizer","kwazulu-natal","Adults","180"
"Pfizer","limpopo","12-17 Years","91"
"Pfizer","limpopo","Adults","120"
"Pfizer","mpumalanga","12-17 Years","86"
"Pfizer","mpumalanga","Adults","54"
"Pfizer","northern cape","12-17 Years","17"
"Pfizer","northern cape","Adults","10"
"Pfizer","north west","12-17 Years","4"
"Pfizer","north west","Adults","36"
"Pfizer","western cape","12-17 Years","20"
"Pfizer","western cape","Adults","98"
