"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","883","0","1791","2674"
"Janssen Vaccines & Prevention B.V","free state","Adults","480","0","754","1234"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1414","0","1349","2763"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","882","0","1032","1914"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","972","0","1608","2580"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","830","0","901","1731"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","151","0","234","385"
"Janssen Vaccines & Prevention B.V","north west","Adults","384","0","860","1244"
"Janssen Vaccines & Prevention B.V","western cape","Adults","460","0","570","1030"
"Pfizer","eastern cape","12-17 Years","1821","1037","0","2858"
"Pfizer","eastern cape","Adults","554","990","2292","3836"
"Pfizer","free state","12-17 Years","981","975","0","1956"
"Pfizer","free state","Adults","398","551","1151","2100"
"Pfizer","gauteng","12-17 Years","1001","1439","0","2440"
"Pfizer","gauteng","Adults","1902","2840","5185","9927"
"Pfizer","kwazulu-natal","12-17 Years","946","1268","0","2214"
"Pfizer","kwazulu-natal","Adults","971","1369","2024","4364"
"Pfizer","limpopo","12-17 Years","1256","893","0","2149"
"Pfizer","limpopo","Adults","488","735","2062","3285"
"Pfizer","mpumalanga","12-17 Years","735","325","0","1060"
"Pfizer","mpumalanga","Adults","370","420","889","1679"
"Pfizer","northern cape","12-17 Years","290","62","0","352"
"Pfizer","northern cape","Adults","141","155","295","591"
"Pfizer","north west","12-17 Years","457","837","0","1294"
"Pfizer","north west","Adults","290","498","948","1736"
"Pfizer","western cape","12-17 Years","92","105","0","197"
"Pfizer","western cape","Adults","698","889","3220","4807"
