"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","899762"
"Janssen Vaccines & Prevention B.V","free state","Adults","478767"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1501007"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1207369"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1060731"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","796878"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","210760"
"Janssen Vaccines & Prevention B.V","north west","Adults","702604"
"Janssen Vaccines & Prevention B.V","western cape","Adults","737569"
"Pfizer","eastern cape","12-17 Years","74798"
"Pfizer","eastern cape","Adults","1095804"
"Pfizer","free state","12-17 Years","68881"
"Pfizer","free state","Adults","575858"
"Pfizer","gauteng","12-17 Years","153974"
"Pfizer","gauteng","Adults","3317151"
"Pfizer","kwazulu-natal","12-17 Years","95461"
"Pfizer","kwazulu-natal","Adults","1593521"
"Pfizer","limpopo","12-17 Years","74161"
"Pfizer","limpopo","Adults","856249"
"Pfizer","mpumalanga","12-17 Years","37065"
"Pfizer","mpumalanga","Adults","455484"
"Pfizer","northern cape","12-17 Years","8764"
"Pfizer","northern cape","Adults","187513"
"Pfizer","north west","12-17 Years","46123"
"Pfizer","north west","Adults","526676"
"Pfizer","western cape","12-17 Years","49730"
"Pfizer","western cape","Adults","1836818"
