"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","682"
"Janssen Vaccines & Prevention B.V","free state","Adults","338"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1265"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","998"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","779"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","687"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","138"
"Janssen Vaccines & Prevention B.V","north west","Adults","363"
"Janssen Vaccines & Prevention B.V","western cape","Adults","424"
"Pfizer","eastern cape","12-17 Years","1322"
"Pfizer","eastern cape","Adults","976"
"Pfizer","free state","12-17 Years","784"
"Pfizer","free state","Adults","522"
"Pfizer","gauteng","12-17 Years","1385"
"Pfizer","gauteng","Adults","2049"
"Pfizer","kwazulu-natal","12-17 Years","1363"
"Pfizer","kwazulu-natal","Adults","1738"
"Pfizer","limpopo","12-17 Years","964"
"Pfizer","limpopo","Adults","695"
"Pfizer","mpumalanga","12-17 Years","297"
"Pfizer","mpumalanga","Adults","450"
"Pfizer","northern cape","12-17 Years","222"
"Pfizer","northern cape","Adults","185"
"Pfizer","north west","12-17 Years","389"
"Pfizer","north west","Adults","373"
"Pfizer","western cape","12-17 Years","105"
"Pfizer","western cape","Adults","711"
