"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102924"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119919"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72163"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107556"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51415"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165824"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212030"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90842"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81293"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76033"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153619"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144786"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33388"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","326917"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","559743"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102763"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468977"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107969"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80109"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344988"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58768"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63874"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102864"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67802"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141630"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102759"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97588"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97004"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98884"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275070"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245474"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187032"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244633"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136671"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416057"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189386"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232512"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71931"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41744"
