"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","31"
"Janssen Vaccines & Prevention B.V","free state","Adults","35"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","265"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","116"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","91"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","148"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","39"
"Janssen Vaccines & Prevention B.V","north west","Adults","39"
"Janssen Vaccines & Prevention B.V","western cape","Adults","75"
"Pfizer","eastern cape","12-17 Years","280"
"Pfizer","eastern cape","Adults","186"
"Pfizer","free state","12-17 Years","37"
"Pfizer","free state","Adults","69"
"Pfizer","gauteng","12-17 Years","21"
"Pfizer","gauteng","Adults","244"
"Pfizer","kwazulu-natal","12-17 Years","73"
"Pfizer","kwazulu-natal","Adults","118"
"Pfizer","limpopo","12-17 Years","157"
"Pfizer","limpopo","Adults","113"
"Pfizer","mpumalanga","12-17 Years","170"
"Pfizer","mpumalanga","Adults","46"
"Pfizer","northern cape","12-17 Years","46"
"Pfizer","northern cape","Adults","30"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","24"
"Pfizer","western cape","12-17 Years","13"
"Pfizer","western cape","Adults","86"
