"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","129"
"Janssen Vaccines & Prevention B.V","free state","Adults","68"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","326"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","332"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","145"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","265"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","64"
"Janssen Vaccines & Prevention B.V","north west","Adults","78"
"Janssen Vaccines & Prevention B.V","western cape","Adults","120"
"Pfizer","eastern cape","12-17 Years","590"
"Pfizer","eastern cape","Adults","444"
"Pfizer","free state","12-17 Years","133"
"Pfizer","free state","Adults","157"
"Pfizer","gauteng","12-17 Years","143"
"Pfizer","gauteng","Adults","535"
"Pfizer","kwazulu-natal","12-17 Years","224"
"Pfizer","kwazulu-natal","Adults","395"
"Pfizer","limpopo","12-17 Years","88"
"Pfizer","limpopo","Adults","125"
"Pfizer","mpumalanga","12-17 Years","83"
"Pfizer","mpumalanga","Adults","141"
"Pfizer","northern cape","12-17 Years","255"
"Pfizer","northern cape","Adults","70"
"Pfizer","north west","12-17 Years","54"
"Pfizer","north west","Adults","59"
"Pfizer","western cape","12-17 Years","118"
"Pfizer","western cape","Adults","211"
