"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","852046","0","135049","987095"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","460524","0","83479","544003"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1394303","0","189763","1584066"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1136733","0","163538","1300271"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1040818","0","135296","1176114"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","795433","0","108980","904413"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","204231","0","28736","232967"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","687257","0","104403","791660"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","652257","0","104087","756344"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60862","0","24220","85082"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137393","0","65383","202776"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94490","0","40022","134512"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21910","0","7150","29060"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23469","0","8964","32433"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94609","0","61527","156136"
"Pfizer","National","eastern cape","Adults","1328292","1115660","217560","2661512"
"Pfizer","National","eastern cape","12-17 Years","282218","95138","0","377356"
"Pfizer","National","free state","12-17 Years","172625","77389","0","250014"
"Pfizer","National","free state","Adults","668756","586830","128254","1383840"
"Pfizer","National","gauteng","12-17 Years","396778","169028","11","565817"
"Pfizer","National","gauteng","Adults","3888529","3366497","643103","7898129"
"Pfizer","National","kwazulu-natal","Adults","1963911","1631224","311288","3906423"
"Pfizer","National","kwazulu-natal","12-17 Years","295552","119986","8","415546"
"Pfizer","National","limpopo","Adults","1035097","871106","163835","2070038"
"Pfizer","National","limpopo","12-17 Years","285150","91269","0","376419"
"Pfizer","National","mpumalanga","12-17 Years","145823","46141","0","191964"
"Pfizer","National","mpumalanga","Adults","566356","466336","95904","1128596"
"Pfizer","National","northern cape","12-17 Years","34438","11413","0","45851"
"Pfizer","National","northern cape","Adults","223727","191296","32615","447638"
"Pfizer","National","north west","12-17 Years","154854","52378","4","207236"
"Pfizer","National","north west","Adults","618500","535715","105943","1260158"
"Pfizer","National","western cape","12-17 Years","131788","52239","2","184029"
"Pfizer","National","western cape","Adults","2112220","1854263","468003","4434486"
