"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","65","0","168","233"
"Janssen Vaccines & Prevention B.V","free state","Adults","16","0","41","57"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","444","0","291","735"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","154","0","170","324"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","44","0","68","112"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","73","0","51","124"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","21","0","41","62"
"Janssen Vaccines & Prevention B.V","north west","Adults","141","0","303","444"
"Janssen Vaccines & Prevention B.V","western cape","Adults","62","0","94","156"
"Pfizer","eastern cape","12-17 Years","120","61","0","181"
"Pfizer","eastern cape","Adults","78","83","255","416"
"Pfizer","free state","12-17 Years","28","43","0","71"
"Pfizer","free state","Adults","27","38","114","179"
"Pfizer","gauteng","12-17 Years","190","248","0","438"
"Pfizer","gauteng","Adults","583","687","1604","2874"
"Pfizer","kwazulu-natal","12-17 Years","132","141","0","273"
"Pfizer","kwazulu-natal","Adults","260","312","691","1263"
"Pfizer","limpopo","12-17 Years","82","46","0","128"
"Pfizer","limpopo","Adults","88","88","87","263"
"Pfizer","mpumalanga","12-17 Years","42","25","0","67"
"Pfizer","mpumalanga","Adults","34","30","62","126"
"Pfizer","northern cape","12-17 Years","7","9","0","16"
"Pfizer","northern cape","Adults","22","35","46","103"
"Pfizer","north west","12-17 Years","65","135","0","200"
"Pfizer","north west","Adults","97","152","196","445"
"Pfizer","western cape","12-17 Years","30","52","0","82"
"Pfizer","western cape","Adults","85","128","566","779"
