"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10474","5123","15597"
"National","eastern cape","Private Health","Male","8855","3981","12836"
"National","eastern cape","Public Health","Female","143815","50974","194789"
"National","eastern cape","Public Health","Male","117929","35678","153607"
"National","free state","Private Health","Female","9156","4604","13760"
"National","free state","Private Health","Male","7508","3490","10998"
"National","free state","Public Health","Female","83696","39864","123560"
"National","free state","Public Health","Male","71565","29827","101392"
"National","gauteng","Private Health","Female","53721","30356","84077"
"National","gauteng","Private Health","Male","49319","25991","75310"
"National","gauteng","Public Health","Female","163217","65751","228968"
"National","gauteng","Public Health","Male","128964","48199","177163"
"National","kwazulu-natal","Private Health","Female","17165","9708","26873"
"National","kwazulu-natal","Private Health","Male","15529","8267","23796"
"National","kwazulu-natal","Public Health","Female","156222","64458","220680"
"National","kwazulu-natal","Public Health","Male","106355","39179","145534"
"National","limpopo","Private Health","Female","11811","5185","16996"
"National","limpopo","Private Health","Male","9208","3628","12836"
"National","limpopo","Public Health","Female","140854","47610","188464"
"National","limpopo","Public Health","Male","122369","35656","158025"
"National","mpumalanga","Private Health","Female","4020","1730","5750"
"National","mpumalanga","Private Health","Male","3504","1523","5027"
"National","mpumalanga","Public Health","Female","75465","25507","100972"
"National","mpumalanga","Public Health","Male","62707","17821","80528"
"National","northern cape","Private Health","Female","2135","1067","3202"
"National","northern cape","Private Health","Male","1964","818","2782"
"National","northern cape","Public Health","Female","17156","5757","22913"
"National","northern cape","Public Health","Male","13425","4228","17653"
"National","north west","Private Health","Female","5243","2444","7687"
"National","north west","Private Health","Male","4747","2050","6797"
"National","north west","Public Health","Female","78860","27877","106737"
"National","north west","Public Health","Male","65320","20166","85486"
"National","western cape","Private Health","Female","23622","12742","36364"
"National","western cape","Private Health","Male","21256","10991","32247"
"National","western cape","Public Health","Female","46953","15872","62825"
"National","western cape","Public Health","Male","39229","13019","52248"
