"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","79"
"Janssen Vaccines & Prevention B.V","free state","Adults","16"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","386"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","149"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","148"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","126"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","41"
"Janssen Vaccines & Prevention B.V","north west","Adults","74"
"Janssen Vaccines & Prevention B.V","western cape","Adults","111"
"Pfizer","eastern cape","12-17 Years","268"
"Pfizer","eastern cape","Adults","100"
"Pfizer","free state","12-17 Years","182"
"Pfizer","free state","Adults","69"
"Pfizer","gauteng","12-17 Years","95"
"Pfizer","gauteng","Adults","290"
"Pfizer","kwazulu-natal","12-17 Years","55"
"Pfizer","kwazulu-natal","Adults","188"
"Pfizer","limpopo","12-17 Years","74"
"Pfizer","limpopo","Adults","103"
"Pfizer","mpumalanga","12-17 Years","107"
"Pfizer","mpumalanga","Adults","115"
"Pfizer","northern cape","12-17 Years","7"
"Pfizer","northern cape","Adults","27"
"Pfizer","north west","12-17 Years","55"
"Pfizer","north west","Adults","74"
"Pfizer","western cape","12-17 Years","52"
"Pfizer","western cape","Adults","102"
